,Horsepower,Curb Weight,City MPG,Highway MPG,Combined MPG,Fuel Capacity,Drivetrain,Recommended Fuel,Car Model,Year,Model Full Name
696,355 @ 5600 RPM,5586 lbs.,16 mpg,23 mpg,19 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2018,Chevrolet Suburban
697,355 @ 5600 RPM,5586 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2019,Chevrolet Suburban
698,355 @ 5600 RPM,5586 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2020,Chevrolet Suburban
699,355 @ 5600 RPM,5616 lbs.,16 mpg,20 mpg,18 mpg,28.0 gallons,2WD,Regular,chevrolet/suburban,2021,Chevrolet Suburban
700,355 @ 5600 RPM,5616 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,2WD,Regular,chevrolet/suburban,2022,Chevrolet Suburban
701,355 @ 5600 RPM,5616 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,2WD,Regular,chevrolet/suburban,2023,Chevrolet Suburban
702,355 @ 5600 RPM,5616 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,2WD,Regular,chevrolet/suburban,2024,Chevrolet Suburban
703,310 @ 5100 RPM,5569 lbs.,14 mpg,20 mpg,16 mpg,28.0 gallons,2WD,Regular,ford/expedition,2010,Ford Expedition
704,310 @ 5100 RPM,5847 lbs.,13 mpg,18 mpg,15 mpg,,4WD,Regular,ford/expedition,2011,Ford Expedition
705,310 @ 5100 RPM,5781 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,4WD,Regular,ford/expedition,2012,Ford Expedition
706,310 @ 5100 RPM,5549 lbs.,14 mpg,20 mpg,16 mpg,28.0 gallons,2WD,Regular,ford/expedition,2013,Ford Expedition
707,310 @ 5100 RPM,5549 lbs.,14 mpg,20 mpg,16 mpg,28.0 gallons,2WD,Regular,ford/expedition,2014,Ford Expedition
708,365 @ 5000 RPM,5846 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,4WD,Regular,ford/expedition,2015,Ford Expedition
709,365 @ 5000 RPM,5789 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,4WD,Regular,ford/expedition,2016,Ford Expedition
710,365 @ 5000 RPM,5562 lbs.,15 mpg,21 mpg,18 mpg,28.0 gallons,2WD,Regular,ford/expedition,2017,Ford Expedition
711,375 @ 5000 RPM,5692 lbs.,17 mpg,22 mpg,19 mpg,23.3 gallons,4WD,Regular,ford/expedition,2018,Ford Expedition
712,375 @ 5000 RPM,5365 lbs.,17 mpg,24 mpg,20 mpg,23.3 gallons,2WD,Regular,ford/expedition,2019,Ford Expedition
713,375 @ 5000 RPM,5368 lbs.,17 mpg,23 mpg,19 mpg,23.6 gallons,2WD,Regular,ford/expedition,2020,Ford Expedition
714,375 @ 5000 RPM,5692 lbs.,17 mpg,22 mpg,19 mpg,23.3 gallons,4WD,Regular,ford/expedition,2021,Ford Expedition
715,380 @ 5000 RPM,5532 lbs.,16 mpg,21 mpg,18 mpg,23.3 gallons,4WD,Regular,ford/expedition,2022,Ford Expedition
716,375 @ 5000 RPM,,16 mpg,23 mpg,19 mpg,23.3 gallons,2WD,Regular,ford/expedition,2023,Ford Expedition
717,310 @ 5100 RPM,6080 lbs.,12 mpg,17 mpg,14 mpg,28.0 gallons,4WD,Regular,ford/expedition-el,2010,Ford Expedition-el
718,310 @ 5100 RPM,6132 lbs.,13 mpg,18 mpg,15 mpg,,4WD,Regular,ford/expedition-el,2011,Ford Expedition-el
719,310 @ 5100 RPM,6078 lbs.,13 mpg,18 mpg,15 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2012,Ford Expedition-el
720,310 @ 5100 RPM,6078 lbs.,13 mpg,18 mpg,15 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2013,Ford Expedition-el
721,310 @ 5100 RPM,6078 lbs.,13 mpg,18 mpg,15 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2014,Ford Expedition-el
722,365 @ 5000 RPM,6103 lbs.,14 mpg,20 mpg,16 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2015,Ford Expedition-el
723,365 @ 5000 RPM,6091 lbs.,14 mpg,20 mpg,16 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2016,Ford Expedition-el
724,365 @ 5000 RPM,6091 lbs.,15 mpg,19 mpg,16 mpg,33.5 gallons,4WD,Regular,ford/expedition-el,2017,Ford Expedition-el
725,317 @ 5200 RPM,5372 lbs.,12 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2010,Nissan Armada
726,317 @ 5200 RPM,5442 lbs.,12 mpg,19 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2011,Nissan Armada
727,317 @ 5200 RPM,5251 lbs.,12 mpg,19 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2012,Nissan Armada
728,317 @ 5200 RPM,5267 lbs.,12 mpg,19 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2013,Nissan Armada
729,317 @ 5200 RPM,5267 lbs.,12 mpg,19 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2014,Nissan Armada
730,317 @ 5200 RPM,5456 lbs.,12 mpg,19 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/armada,2015,Nissan Armada
731,390 @ 5800 RPM,5576 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Regular,nissan/armada,2017,Nissan Armada
732,390 @ 5800 RPM,5672 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Regular,nissan/armada,2018,Nissan Armada
733,390 @ 5800 RPM,5590 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Regular,nissan/armada,2019,Nissan Armada
734,390 @ 5800 RPM,5577 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Regular,nissan/armada,2020,Nissan Armada
735,400 @ 5800 RPM,5666 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Premium,nissan/armada,2021,Nissan Armada
736,400 @ 5800 RPM,5650 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Premium,nissan/armada,2022,Nissan Armada
737,400 @ 5800 RPM,5651 lbs.,14 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Premium,nissan/armada,2023,Nissan Armada
738,375 @ 5000 RPM,5793 lbs.,16 mpg,21 mpg,18 mpg,28.3 gallons,4WD,Regular,ford/expedition-max,2018,Ford Expedition-max
739,375 @ 5000 RPM,5780 lbs.,16 mpg,21 mpg,18 mpg,28.3 gallons,4WD,Regular,ford/expedition-max,2019,Ford Expedition-max
740,375 @ 5000 RPM,5794 lbs.,16 mpg,21 mpg,18 mpg,27.8 gallons,4WD,Regular,ford/expedition-max,2020,Ford Expedition-max
741,375 @ 5000 RPM,5793 lbs.,16 mpg,21 mpg,18 mpg,27.8 gallons,4WD,Regular,ford/expedition-max,2021,Ford Expedition-max
742,380 @ 5000 RPM,5668 lbs.,,,,27.8 gallons,4WD,Regular,ford/expedition-max,2022,Ford Expedition-max
743,375 @ 5000 RPM,5433 lbs.,,,,27.8 gallons,2WD,Regular,ford/expedition-max,2023,Ford Expedition-max
744,320 @ 5400 RPM,5846 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2010,Gmc Yukon-xl
745,320 @ 5400 RPM,5784 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2011,Gmc Yukon-xl
746,320 @ 5400 RPM,5824 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2012,Gmc Yukon-xl
747,320 @ 5400 RPM,5820 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2013,Gmc Yukon-xl
748,320 @ 5400 RPM,5820 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2014,Gmc Yukon-xl
749,355 @ 5600 RPM,5775 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2015,Gmc Yukon-xl
750,355 @ 5600 RPM,5486 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2016,Gmc Yukon-xl
751,355 @ 5600 RPM,5486 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2017,Gmc Yukon-xl
752,355 @ 5600 RPM,5846 lbs.,15 mpg,22 mpg,18 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2018,Gmc Yukon-xl
753,355 @ 5600 RPM,5846 lbs.,14 mpg,21 mpg,16 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2019,Gmc Yukon-xl
754,355 @ 5600 RPM,5846 lbs.,14 mpg,21 mpg,16 mpg,31.0 gallons,4WD,Regular,gmc/yukon-xl,2020,Gmc Yukon-xl
755,355 @ 5600 RPM,,15 mpg,19 mpg,17 mpg,28.0 gallons,4WD,Regular,gmc/yukon-xl,2021,Gmc Yukon-xl
756,355 @ 5600 RPM,5841 lbs.,14 mpg,19 mpg,16 mpg,28.0 gallons,4WD,Regular,gmc/yukon-xl,2022,Gmc Yukon-xl
757,355 @ 5600 RPM,5633 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,2WD,Regular,gmc/yukon-xl,2023,Gmc Yukon-xl
758,355 @ 5600 RPM,5633 lbs.,15 mpg,20 mpg,17 mpg,28.0 gallons,2WD,Regular,gmc/yukon-xl,2024,Gmc Yukon-xl
759,392 @ 5600 RPM,,15 mpg,20 mpg,17 mpg,26.5 gallons,4WD,Premium,jeep/wagoneer,2022,Jeep Wagoneer
760,392 @ 5600 RPM,5960 lbs.,16 mpg,22 mpg,18 mpg,26.5 gallons,2WD,Premium,jeep/wagoneer,2023,Jeep Wagoneer
761,,5936 lbs.,21 mpg,22 mpg,21 mpg,25.0 gallons,4WD,Regular,gmc/yukon,2010,Gmc Yukon
762,320 @ 5400 RPM,5814 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,gmc/yukon,2011,Gmc Yukon
763,,6110 lbs.,20 mpg,23 mpg,21 mpg,25.0 gallons,4WD,Regular,gmc/yukon,2012,Gmc Yukon
764,320 @ 5400 RPM,5467 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,gmc/yukon,2013,Gmc Yukon
765,320 @ 5400 RPM,5467 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,gmc/yukon,2014,Gmc Yukon
766,355 @ 5600 RPM,5545 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2015,Gmc Yukon
767,355 @ 5600 RPM,5626 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2016,Gmc Yukon
768,355 @ 5600 RPM,5626 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2017,Gmc Yukon
769,355 @ 5600 RPM,5626 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2018,Gmc Yukon
770,355 @ 5600 RPM,5626 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2019,Gmc Yukon
771,355 @ 5600 RPM,5626 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,4WD,Regular,gmc/yukon,2020,Gmc Yukon
772,355 @ 5600 RPM,5677 lbs.,16 mpg,20 mpg,18 mpg,24.0 gallons,4WD,Regular,gmc/yukon,2021,Gmc Yukon
773,355 @ 5600 RPM,5677 lbs.,14 mpg,19 mpg,16 mpg,24.0 gallons,4WD,Regular,gmc/yukon,2022,Gmc Yukon
774,355 @ 5600 RPM,5490 lbs.,15 mpg,20 mpg,17 mpg,24.0 gallons,2WD,Regular,gmc/yukon,2023,Gmc Yukon
775,355 @ 5600 RPM,5490 lbs.,15 mpg,20 mpg,17 mpg,24.0 gallons,2WD,Regular,gmc/yukon,2024,Gmc Yukon
776,420 @ 5200 RPM,6069 lbs.,17 mpg,24 mpg,20 mpg,30.5 gallons,2WD,Premium,jeep/wagoneer-l,2023,Jeep Wagoneer-l
777,248 @ 4750 RPM,4693 lbs.,15 mpg,19 mpg,16 mpg,26.0 gallons,2WD,Regular,ford/f150,2010,Ford F150
778,360 @ 5500 RPM,4795 lbs.,15 mpg,21 mpg,17 mpg,36.0 gallons,2WD,Regular,ford/f150,2011,Ford F150
779,360 @ 5500 RPM,4685 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,ford/f150,2012,Ford F150
780,360 @ 5500 RPM,4764 lbs.,15 mpg,21 mpg,17 mpg,36.0 gallons,2WD,Regular,ford/f150,2013,Ford F150
781,360 @ 5500 RPM,4685 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,ford/f150,2014,Ford F150
782,282 @ 6250 RPM,,18 mpg,25 mpg,20 mpg,23.0 gallons,2WD,Regular,ford/f150,2015,Ford F150
783,325 @ 5750 RPM,4582 lbs.,19 mpg,25 mpg,21 mpg,36.0 gallons,2WD,Regular,ford/f150,2016,Ford F150
784,282 @ 6250 RPM,4152 lbs.,18 mpg,24 mpg,20 mpg,36.0 gallons,2WD,Regular,ford/f150,2017,Ford F150
785,325 @ 5000 RPM,,20 mpg,26 mpg,22 mpg,36.0 gallons,2WD,Regular,ford/f150,2018,Ford F150
786,290 @ 6500 RPM,4164 lbs.,19 mpg,25 mpg,22 mpg,36.0 gallons,2WD,Regular,ford/f150,2019,Ford F150
787,325 @ 5000 RPM,4645 lbs.,20 mpg,26 mpg,22 mpg,36.0 gallons,2WD,Regular,ford/f150,2020,Ford F150
788,290 @ 6500 RPM,4122 lbs.,20 mpg,24 mpg,21 mpg,36.0 gallons,2WD,Regular,ford/f150,2021,Ford F150
789,290 @ 6500 RPM,4134 lbs.,19 mpg,24 mpg,21 mpg,36.0 gallons,2WD,Regular,ford/f150,2022,Ford F150
790,290 @ 6500 RPM,4060 lbs.,19 mpg,24 mpg,21 mpg,23.0 gallons,2WD,Regular,ford/f150,2023,Ford F150
791,400 @ 6000 RPM,4060 lbs.,16 mpg,24 mpg,19 mpg,23.0 gallons,2WD,Regular,ford/f150,2024,Ford F150
792,215 @ 5200 RPM,4548 lbs.,14 mpg,20 mpg,16 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2011,Ram 1500-trucks
793,215 @ 5200 RPM,4518 lbs.,14 mpg,20 mpg,16 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2012,Ram 1500-trucks
794,395 @ 5600 RPM,5032 lbs.,13 mpg,19 mpg,15 mpg,32.0 gallons,4WD,Regular,ram/1500-trucks,2013,Ram 1500-trucks
795,305 @ 6400 RPM,,17 mpg,25 mpg,20 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2014,Ram 1500-trucks
796,395 @ 5600 RPM,,15 mpg,21 mpg,17 mpg,32.0 gallons,4WD,Regular,ram/1500-trucks,2015,Ram 1500-trucks
797,395 @ 5600 RPM,,15 mpg,22 mpg,17 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2016,Ram 1500-trucks
798,395 @ 5600 RPM,,15 mpg,21 mpg,17 mpg,32.0 gallons,4WD,Regular,ram/1500-trucks,2017,Ram 1500-trucks
799,395 @ 5600 RPM,,15 mpg,22 mpg,17 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2018,Ram 1500-trucks
800,395 @ 5600 RPM,,15 mpg,22 mpg,17 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2019,Ram 1500-trucks
801,305 @ 6400 RPM,,20 mpg,26 mpg,23 mpg,23.0 gallons,2WD,Regular,ram/1500-trucks,2020,Ram 1500-trucks
802,395 @ 5600 RPM,,15 mpg,22 mpg,17 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2021,Ram 1500-trucks
803,305 @ 6400 RPM,,17 mpg,25 mpg,20 mpg,26.0 gallons,2WD,Regular,ram/1500-trucks,2022,Ram 1500-trucks
804,305 @ 6500 RPM,,20 mpg,25 mpg,22 mpg,23.0 gallons,2WD,Regular,ram/1500-trucks,2023,Ram 1500-trucks
805,305 @ 6500 RPM,,20 mpg,25 mpg,22 mpg,23.0 gallons,2WD,Regular,ram/1500-trucks,2024,Ram 1500-trucks
806,195 @ 4600 RPM,4924 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2010,Chevrolet Silverado-1500
807,195 @ 4600 RPM,4906 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2011,Chevrolet Silverado-1500
808,195 @ 4600 RPM,4885 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2012,Chevrolet Silverado-1500
809,195 @ 4600 RPM,4883 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2013,Chevrolet Silverado-1500
810,285 @ 5300 RPM,,18 mpg,24 mpg,20 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2014,Chevrolet Silverado-1500
811,285 @ 5300 RPM,4689 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,chevrolet/silverado-1500,2015,Chevrolet Silverado-1500
812,285 @ 5300 RPM,4723 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,chevrolet/silverado-1500,2016,Chevrolet Silverado-1500
813,285 @ 5300 RPM,4695 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,chevrolet/silverado-1500,2017,Chevrolet Silverado-1500
814,285 @ 5300 RPM,4696 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,chevrolet/silverado-1500,2018,Chevrolet Silverado-1500
815,355 @ 5600 RPM,5103 lbs.,15 mpg,22 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/silverado-1500,2019,Chevrolet Silverado-1500
816,285 @ 5300 RPM,4520 lbs.,16 mpg,21 mpg,17 mpg,28.0 gallons,2WD,Regular,chevrolet/silverado-1500,2020,Chevrolet Silverado-1500
817,285 @ 5300 RPM,4520 lbs.,16 mpg,21 mpg,17 mpg,28.0 gallons,2WD,Regular,chevrolet/silverado-1500,2021,Chevrolet Silverado-1500
818,310 @ 5600 RPM,4520 lbs.,20 mpg,22 mpg,20 mpg,28.0 gallons,2WD,Regular,chevrolet/silverado-1500,2022,Chevrolet Silverado-1500
819,310 @ 5600 RPM,4400 lbs.,19 mpg,22 mpg,20 mpg,24.0 gallons,2WD,Regular,chevrolet/silverado-1500,2023,Chevrolet Silverado-1500
820,310 @ 5600 RPM,4410 lbs.,18 mpg,22 mpg,20 mpg,24.0 gallons,2WD,Regular,chevrolet/silverado-1500,2024,Chevrolet Silverado-1500
821,195 @ 4600 RPM,4924 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,gmc/sierra-1500,2010,Gmc Sierra-1500
822,195 @ 4600 RPM,4594 lbs.,15 mpg,20 mpg,17 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2011,Gmc Sierra-1500
823,195 @ 4600 RPM,4596 lbs.,15 mpg,20 mpg,17 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2012,Gmc Sierra-1500
824,195 @ 4600 RPM,4885 lbs.,15 mpg,20 mpg,17 mpg,26.0 gallons,2WD,Regular,gmc/sierra-1500,2013,Gmc Sierra-1500
825,285 @ 5300 RPM,4567 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2014,Gmc Sierra-1500
826,285 @ 5300 RPM,4689 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2015,Gmc Sierra-1500
827,285 @ 5300 RPM,4723 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2016,Gmc Sierra-1500
828,285 @ 5300 RPM,4695 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2017,Gmc Sierra-1500
829,285 @ 5300 RPM,4696 lbs.,18 mpg,24 mpg,20 mpg,34.0 gallons,2WD,Regular,gmc/sierra-1500,2018,Gmc Sierra-1500
830,285 @ 5300 RPM,4257 lbs.,15 mpg,21 mpg,17 mpg,28.0 gallons,2WD,Regular,gmc/sierra-1500,2019,Gmc Sierra-1500
831,285 @ 5300 RPM,4520 lbs.,16 mpg,21 mpg,17 mpg,28.0 gallons,2WD,Regular,gmc/sierra-1500,2020,Gmc Sierra-1500
832,285 @ 5300 RPM,4520 lbs.,16 mpg,21 mpg,17 mpg,28.0 gallons,2WD,Regular,gmc/sierra-1500,2021,Gmc Sierra-1500
833,310 @ 5600 RPM,4430 lbs.,19 mpg,22 mpg,20 mpg,24.0 gallons,2WD,Regular,gmc/sierra-1500,2022,Gmc Sierra-1500
834,310 @ 5600 RPM,4430 lbs.,19 mpg,22 mpg,20 mpg,24.0 gallons,2WD,Regular,gmc/sierra-1500,2023,Gmc Sierra-1500
835,390 @ 5800 RPM,,,,,26.0 gallons,4WD,Regular,nissan/titan-xd,2016,Nissan Titan-xd
836,390 @ 5800 RPM,6277 lbs.,15 mpg,21 mpg,18 mpg,26.0 gallons,4WD,Regular,nissan/titan-xd,2017,Nissan Titan-xd
837,390 @ 5800 RPM,6277 lbs.,15 mpg,21 mpg,18 mpg,26.0 gallons,4WD,Regular,nissan/titan-xd,2018,Nissan Titan-xd
838,310 @ 3200 RPM,6584 lbs.,,,,26.0 gallons,4WD,Diesel,nissan/titan-xd,2019,Nissan Titan-xd
839,400 @ 5800 RPM,6346 lbs.,,,,26.0 gallons,4WD,Premium,nissan/titan-xd,2020,Nissan Titan-xd
840,400 @ 5800 RPM,6407 lbs.,,,,26.0 gallons,4WD,Premium,nissan/titan-xd,2021,Nissan Titan-xd
841,400 @ 5800 RPM,6365 lbs.,,,,26.0 gallons,4WD,Premium,nissan/titan-xd,2022,Nissan Titan-xd
842,400 @ 5800 RPM,6394 lbs.,,,,26.0 gallons,4WD,Premium,nissan/titan-xd,2023,Nissan Titan-xd
843,236 @ 5200 RPM,4685 lbs.,15 mpg,19 mpg,16 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2010,Toyota Tundra
844,270 @ 5600 RPM,4685 lbs.,16 mpg,20 mpg,18 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2011,Toyota Tundra
845,270 @ 5600 RPM,4685 lbs.,16 mpg,20 mpg,18 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2012,Toyota Tundra
846,270 @ 5600 RPM,4685 lbs.,16 mpg,20 mpg,17 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2013,Toyota Tundra
847,381 @ 5600 RPM,5085 lbs.,13 mpg,18 mpg,15 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2014,Toyota Tundra
848,381 @ 5600 RPM,4920 lbs.,13 mpg,18 mpg,15 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2015,Toyota Tundra
849,381 @ 5600 RPM,4940 lbs.,13 mpg,18 mpg,15 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2016,Toyota Tundra
850,381 @ 5600 RPM,5210 lbs.,13 mpg,18 mpg,15 mpg,26.4 gallons,2WD,Regular,toyota/tundra,2017,Toyota Tundra
851,381 @ 5600 RPM,5600 lbs.,13 mpg,17 mpg,15 mpg,26.4 gallons,4WD,Regular,toyota/tundra,2018,Toyota Tundra
852,381 @ 5600 RPM,5600 lbs.,13 mpg,17 mpg,14 mpg,26.4 gallons,4WD,Regular,toyota/tundra,2019,Toyota Tundra
853,381 @ 5600 RPM,5600 lbs.,13 mpg,17 mpg,14 mpg,26.4 gallons,4WD,Regular,toyota/tundra,2020,Toyota Tundra
854,381 @ 5600 RPM,5600 lbs.,13 mpg,17 mpg,14 mpg,26.4 gallons,4WD,Regular,toyota/tundra,2021,Toyota Tundra
855,348 @ 5200 RPM,5565 lbs.,17 mpg,22 mpg,19 mpg,22.5 gallons,4WD,Regular,toyota/tundra,2022,Toyota Tundra
856,358 hp,5095 lbs.,18 mpg,23 mpg,20 mpg,22.5 gallons,2WD,Regular,toyota/tundra,2023,Toyota Tundra
857,358 @ 5200 RPM,5095 lbs.,18 mpg,23 mpg,20 mpg,22.5 gallons,2WD,Regular,toyota/tundra,2024,Toyota Tundra
858,317 @ 5200 RPM,4987 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2010,Nissan Titan
859,317 @ 5200 RPM,4987 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2011,Nissan Titan
860,317 @ 5200 RPM,4847 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2012,Nissan Titan
861,317 @ 5200 RPM,4847 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2013,Nissan Titan
862,317 @ 5200 RPM,4847 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2014,Nissan Titan
863,317 @ 5200 RPM,4898 lbs.,13 mpg,18 mpg,15 mpg,28.0 gallons,2WD,Regular,nissan/titan,2015,Nissan Titan
864,317 @ 5200 RPM,6378 lbs.,15 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Regular,nissan/titan,2017,Nissan Titan
865,390 @ 5800 RPM,5170 lbs.,15 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Regular,nissan/titan,2018,Nissan Titan
866,390 @ 5800 RPM,5247 lbs.,15 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Regular,nissan/titan,2019,Nissan Titan
867,400 @ 5800 RPM,5461 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,2WD,Regular,nissan/titan,2020,Nissan Titan
868,400 @ 5800 RPM,5539 lbs.,16 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Premium,nissan/titan,2021,Nissan Titan
869,400 @ 5800 RPM,5594 lbs.,16 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Premium,nissan/titan,2022,Nissan Titan
870,400 @ 5800 RPM,5526 lbs.,16 mpg,21 mpg,18 mpg,26.0 gallons,2WD,Premium,nissan/titan,2023,Nissan Titan
871,310 @ 5600 RPM,4720 lbs.,19 mpg,22 mpg,20 mpg,24.0 gallons,2WD,Regular,chevrolet/silverado-1500-limited-crew-cab,2022,Chevrolet Silverado-1500-limited-crew-cab
872,310 @ 5600 RPM,4490 lbs.,19 mpg,22 mpg,20 mpg,28.0 gallons,2WD,Regular,chevrolet/silverado-1500-limited-regular-cab,2022,Chevrolet Silverado-1500-limited-regular-cab
873,355 @ 5600 RPM,4930 lbs.,14 mpg,18 mpg,16 mpg,24.0 gallons,4WD,Regular,gmc/sierra-1500-limited-crew-cab,2022,Gmc Sierra-1500-limited-crew-cab
874,159 @ 5200 RPM,3250 lbs.,19 mpg,25 mpg,21 mpg,21.0 gallons,2WD,Regular,toyota/tacoma,2010,Toyota Tacoma
875,159 @ 5200 RPM,3250 lbs.,19 mpg,25 mpg,21 mpg,21.1 gallons,2WD,Regular,toyota/tacoma,2011,Toyota Tacoma
876,159 @ 5200 RPM,3315 lbs.,19 mpg,24 mpg,21 mpg,21.1 gallons,2WD,Regular,toyota/tacoma,2012,Toyota Tacoma
