,Horsepower,Curb Weight,City MPG,Highway MPG,Combined MPG,Fuel Capacity,Drivetrain,Recommended Fuel,Car Model,Year,Model Full Name
985,276 @ 6000 RPM,4414 lbs.,18 mpg,24 mpg,20 mpg,21.1 gallons,FWD,Regular,kia/sedona,2016,Kia Sedona
986,276 @ 6000 RPM,4411 lbs.,18 mpg,24 mpg,20 mpg,21.1 gallons,FWD,Regular,kia/sedona,2017,Kia Sedona
987,276 @ 6000 RPM,4443 lbs.,18 mpg,24 mpg,20 mpg,21.1 gallons,FWD,Regular,kia/sedona,2018,Kia Sedona
988,276 @ 6000 RPM,,18 mpg,24 mpg,21 mpg,21.1 gallons,FWD,Regular,kia/sedona,2019,Kia Sedona
989,276 @ 6000 RPM,4736 lbs.,18 mpg,24 mpg,21 mpg,21.1 gallons,FWD,Regular,kia/sedona,2020,Kia Sedona
990,,4736 lbs.,18 mpg,24 mpg,21 mpg,21.1 gallons,FWD,Regular,kia/sedona,2021,Kia Sedona
991,260 @ 5200 RPM,4367 lbs.,19 mpg,24 mpg,21 mpg,20.0 gallons,FWD,Regular,nissan/quest,2011,Nissan Quest
992,260 @ 6000 RPM,4371 lbs.,19 mpg,24 mpg,21 mpg,20.0 gallons,FWD,Regular,nissan/quest,2012,Nissan Quest
993,260 @ 6000 RPM,4371 lbs.,19 mpg,25 mpg,21 mpg,20.0 gallons,FWD,Regular,nissan/quest,2013,Nissan Quest
994,260 @ 6000 RPM,4349 lbs.,19 mpg,25 mpg,21 mpg,20.0 gallons,FWD,Regular,nissan/quest,2014,Nissan Quest
995,260 @ 6000 RPM,4387 lbs.,20 mpg,27 mpg,22 mpg,20.0 gallons,FWD,Regular,nissan/quest,2015,Nissan Quest
996,260 @ 6000 RPM,4387 lbs.,20 mpg,27 mpg,23 mpg,20.0 gallons,FWD,Regular,nissan/quest,2016,Nissan Quest
997,260 @ 6000 RPM,4383 lbs.,20 mpg,27 mpg,22 mpg,20.0 gallons,FWD,Regular,nissan/quest,2017,Nissan Quest
998,175 @ 5000 RPM,4321 lbs.,17 mpg,24 mpg,19 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2010,Dodge Grand-caravan
999,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2011,Dodge Grand-caravan
1000,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2012,Dodge Grand-caravan
1001,283 @ 6400 RPM,4321 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2013,Dodge Grand-caravan
1002,283 @ 6300 RPM,4321 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2014,Dodge Grand-caravan
1003,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2015,Dodge Grand-caravan
1004,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2016,Dodge Grand-caravan
1005,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2017,Dodge Grand-caravan
1006,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2018,Dodge Grand-caravan
1007,283 @ 6400 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2019,Dodge Grand-caravan
1008,283 @ 6350 RPM,4510 lbs.,17 mpg,25 mpg,20 mpg,20.0 gallons,FWD,Regular,dodge/grand-caravan,2020,Dodge Grand-caravan
1009,287 @ 6400 RPM,4330 lbs.,18 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2017,Chrysler Pacifica
1010,287 @ 6400 RPM,4330 lbs.,18 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2018,Chrysler Pacifica
1011,287 @ 6400 RPM,4330 lbs.,18 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2019,Chrysler Pacifica
1012,287 @ 6400 RPM,4330 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2020,Chrysler Pacifica
1013,287 @ 6400 RPM,4521 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2021,Chrysler Pacifica
1014,287 @ 6400 RPM,4521 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2022,Chrysler Pacifica
1015,287 @ 6400 RPM,4521 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2023,Chrysler Pacifica
1016,287 @ 6400 RPM,4521 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/pacifica,2024,Chrysler Pacifica
1017,261 @ 5600 RPM,,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2012,Nissan Nv3500-hd
1018,261 @ 5600 RPM,6697 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2013,Nissan Nv3500-hd
1019,261 @ 5600 RPM,6715 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2014,Nissan Nv3500-hd
1020,261 @ 5600 RPM,6709 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2015,Nissan Nv3500-hd
1021,317 @ 5200 RPM,6106 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2016,Nissan Nv3500-hd
1022,375 @ 5800 RPM,6172 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2017,Nissan Nv3500-hd
1023,375 @ 5800 RPM,6357 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2018,Nissan Nv3500-hd
1024,375 @ 5800 RPM,6205 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2019,Nissan Nv3500-hd
1025,375 @ 5800 RPM,6342 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2020,Nissan Nv3500-hd
1026,261 @ 5600 RPM,6710 lbs.,,,,28.0 gallons,RWD,Regular,nissan/nv3500-hd,2021,Nissan Nv3500-hd
1027,287 @ 6400 RPM,4330 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/voyager,2020,Chrysler Voyager
1028,287 @ 6400 RPM,4330 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/voyager,2021,Chrysler Voyager
1029,287 @ 6400 RPM,4330 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/voyager,2022,Chrysler Voyager
1030,287 @ 6400 RPM,4330 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/voyager,2023,Chrysler Voyager
1031,287 @ 6400 RPM,4521 lbs.,19 mpg,28 mpg,22 mpg,19.0 gallons,FWD,Regular,chrysler/voyager,2024,Chrysler Voyager
1032,290 @ 6400 RPM,4376 lbs.,19 mpg,26 mpg,22 mpg,19.0 gallons,FWD,Regular,kia/carnival,2022,Kia Carnival
1033,290 @ 6400 RPM,4376 lbs.,19 mpg,26 mpg,22 mpg,19.0 gallons,FWD,Regular,kia/carnival,2023,Kia Carnival
1034,290 @ 6400 RPM,4431 lbs.,19 mpg,26 mpg,22 mpg,19.0 gallons,FWD,Regular,kia/carnival,2024,Kia Carnival
1035,225 hp,,127 MPGe,94 MPGe,110 MPGe,,RWD,,hyundai/ioniq-5,2022,Hyundai Ioniq-5
1036,168 hp,3968 lbs.,127 MPGe,94 MPGe,110 MPGe,,RWD,,hyundai/ioniq-5,2023,Hyundai Ioniq-5
1037,266 hp,4394 lbs.,105 MPGe,93 MPGe,100 MPGe,,RWD,,ford/mustang-mach-e,2021,Ford Mustang-mach-e
1038,266 hp,4394 lbs.,110 MPGe,96 MPGe,103 MPGe,,RWD,,ford/mustang-mach-e,2022,Ford Mustang-mach-e
1039,266 hp,,110 MPGe,96 MPGe,103 MPGe,,RWD,,ford/mustang-mach-e,2023,Ford Mustang-mach-e
1040,167 hp,4017 lbs.,136 MPGe,100 MPGe,117 MPGe,,RWD,,kia/ev6,2022,Kia Ev6
1041,225 hp,4255 lbs.,134 MPGe,101 MPGe,117 MPGe,,RWD,,kia/ev6,2023,Kia Ev6
1042,214 hp,4323 lbs.,109 MPGe,94 MPGe,101 MPGe,,FWD,,nissan/ariya,2023,Nissan Ariya
1043,201 hp,3715 lbs.,132 MPGe,108 MPGe,120 MPGe,,FWD,,hyundai/kona-electric,2019,Hyundai Kona-electric
1044,201 hp,3715 lbs.,132 MPGe,108 MPGe,120 MPGe,,FWD,,hyundai/kona-electric,2020,Hyundai Kona-electric
1045,201 @ 3600 RPM,3715 lbs.,132 MPGe,108 MPGe,120 MPGe,,FWD,,hyundai/kona-electric,2021,Hyundai Kona-electric
1046,201 @ 3600 RPM,3836 lbs.,132 MPGe,108 MPGe,120 MPGe,,FWD,,hyundai/kona-electric,2022,Hyundai Kona-electric
1047,201 @ 3600 RPM,3715 lbs.,134 MPGe,106 MPGe,120 MPGe,,FWD,,hyundai/kona-electric,2023,Hyundai Kona-electric
1048,133 @ 3600 RPM,3571 lbs.,129 MPGe,103 MPGe,116 MPGe,,FWD,,hyundai/kona-electric,2024,Hyundai Kona-electric
1049,201 hp,4559 lbs.,107 MPGe,91 MPGe,99 MPGe,,RWD,,volkswagen/id-4,2021,Volkswagen Id-4
1050,201 hp,4568 lbs.,116 MPGe,98 MPGe,107 MPGe,,RWD,,volkswagen/id-4,2022,Volkswagen Id-4
1051,201 hp,4317 lbs.,115 MPGe,99 MPGe,107 MPGe,,RWD,,volkswagen/id-4,2023,Volkswagen Id-4
1052,,3655 lbs.,98 MPGe,95 MPGe,92 MPGe,,FWD,,mazda/mx-30,2022,Mazda Mx-30
1053,,3655 lbs.,98 MPGe,85 MPGe,92 MPGe,,FWD,,mazda/mx-30,2023,Mazda Mx-30
1054,215 hp,4365 lbs.,114 MPGe,94 MPGe,104 MPGe,,AWD,,subaru/solterra,2023,Subaru Solterra
1055,215 hp,4354 lbs.,114 MPGe,94 MPGe,104 MPGe,,AWD,,subaru/solterra,2024,Subaru Solterra
1056,,4266 lbs.,131 MPGe,107 MPGe,119 MPGe,,FWD,,toyota/bz4x,2023,Toyota Bz4x
1057,,4266 lbs.,131 MPGe,107 MPGe,119 MPGe,,FWD,,toyota/bz4x,2024,Toyota Bz4x
1058,282 hp,4835 lbs.,,,,,FWD,,fisker/ocean,2024,Fisker Ocean
1059,107 hp,,106 MPGe,92 MPGe,99 MPGe,,FWD,,nissan/leaf,2011,Nissan Leaf
1060,107 hp,3385 lbs.,106 MPGe,92 MPGe,99 MPGe,,FWD,,nissan/leaf,2012,Nissan Leaf
1061,107 hp,3256 lbs.,129 MPGe,102 MPGe,115 MPGe,,FWD,,nissan/leaf,2013,Nissan Leaf
1062,107 hp,3242 lbs.,126 MPGe,101 MPGe,114 MPGe,,FWD,,nissan/leaf,2014,Nissan Leaf
1063,107 hp,3243 lbs.,126 MPGe,101 MPGe,114 MPGe,,FWD,,nissan/leaf,2015,Nissan Leaf
1064,107 hp,3256 lbs.,126 MPGe,101 MPGe,114 MPGe,,FWD,,nissan/leaf,2016,Nissan Leaf
1065,107 hp,3323 lbs.,124 MPGe,101 MPGe,112 MPGe,,FWD,,nissan/leaf,2017,Nissan Leaf
1066,147 @ 3282 RPM,3468 lbs.,125 MPGe,100 MPGe,112 MPGe,,FWD,,nissan/leaf,2018,Nissan Leaf
1067,147 @ 3282 RPM,3468 lbs.,124 MPGe,99 MPGe,112 MPGe,,FWD,,nissan/leaf,2019,Nissan Leaf
1068,147 @ 3283 RPM,3538 lbs.,123 MPGe,99 MPGe,111 MPGe,,FWD,,nissan/leaf,2020,Nissan Leaf
1069,147 hp,3501 lbs.,123 MPGe,99 MPGe,111 MPGe,,FWD,,nissan/leaf,2021,Nissan Leaf
1070,147 hp,3516 lbs.,123 MPGe,99 MPGe,111 MPGe,,FWD,,nissan/leaf,2022,Nissan Leaf
1071,147 hp,3509 lbs.,123 MPGe,99 MPGe,111 MPGe,,FWD,,nissan/leaf,2023,Nissan Leaf
1072,147 hp,3509 lbs.,27 MPGe,34 MPGe,30 MPGe,,FWD,,nissan/leaf,2024,Nissan Leaf
1073,140 @ 6000 RPM,2623 lbs.,24 mpg,34 mpg,28 mpg,13.5 gallons,FWD,Regular,ford/focus,2010,Ford Focus
1074,140 @ 6000 RPM,2672 lbs.,25 mpg,34 mpg,28 mpg,13.5 gallons,FWD,Regular,ford/focus,2011,Ford Focus
1075,123 hp,3691 lbs.,110 MPGe,99 MPGe,105 MPGe,12.4 gallons,FWD,,ford/focus,2012,Ford Focus
1076,143 hp,3691 lbs.,110 MPGe,99 MPGe,105 MPGe,,FWD,,ford/focus,2013,Ford Focus
1077,143 hp,3640 lbs.,110 MPGe,99 MPGe,105 MPGe,,FWD,,ford/focus,2014,Ford Focus
1078,160 @ 6500 RPM,2935 lbs.,27 mpg,40 mpg,31 mpg,12.4 gallons,FWD,Regular,ford/focus,2015,Ford Focus
1079,160 @ 6500 RPM,2948 lbs.,27 mpg,40 mpg,31 mpg,12.4 gallons,FWD,Regular,ford/focus,2016,Ford Focus
1080,160 @ 6500 RPM,2935 lbs.,26 mpg,40 mpg,31 mpg,12.4 gallons,FWD,Regular,ford/focus,2017,Ford Focus
1081,160 @ 6500 RPM,2935 lbs.,26 mpg,38 mpg,31 mpg,12.4 gallons,FWD,Regular,ford/focus,2018,Ford Focus
1082,115 hp,3391 lbs.,126 MPGe,105 MPGe,116 MPGe,,FWD,,volkswagen/e-golf,2015,Volkswagen E-golf
1083,115 hp,3419 lbs.,126 MPGe,105 MPGe,116 MPGe,,FWD,,volkswagen/e-golf,2016,Volkswagen E-golf
1084,134 hp,3455 lbs.,126 MPGe,111 MPGe,119 MPGe,,FWD,,volkswagen/e-golf,2017,Volkswagen E-golf
1085,134 hp,3455 lbs.,126 MPGe,111 MPGe,119 MPGe,,FWD,,volkswagen/e-golf,2018,Volkswagen E-golf
1086,134 hp,3459 lbs.,126 MPGe,111 MPGe,119 MPGe,,FWD,,volkswagen/e-golf,2019,Volkswagen E-golf
1087,130 hp,2989 lbs.,128 MPGe,109 MPGe,119 MPGe,,FWD,,chevrolet/spark-ev,2014,Chevrolet Spark-ev
1088,140 hp,2866 lbs.,128 MPGe,109 MPGe,119 MPGe,,FWD,,chevrolet/spark-ev,2015,Chevrolet Spark-ev
1089,140 hp,,128 MPGe,109 MPGe,119 MPGe,,FWD,,chevrolet/spark-ev,2016,Chevrolet Spark-ev
1090,111 hp,2980 lbs.,122 MPGe,108 MPGe,116 MPGe,,FWD,,fiat/500e,2013,Fiat 500e
1091,111 hp,2980 lbs.,122 MPGe,108 MPGe,116 MPGe,,FWD,,fiat/500e,2014,Fiat 500e
1092,111 hp,2948 lbs.,122 MPGe,108 MPGe,116 MPGe,,FWD,,fiat/500e,2015,Fiat 500e
1093,111 hp,2980 lbs.,121 MPGe,103 MPGe,112 MPGe,,FWD,,fiat/500e,2016,Fiat 500e
1094,111 hp,2980 lbs.,121 MPGe,103 MPGe,112 MPGe,,FWD,,fiat/500e,2017,Fiat 500e
1095,111 hp,2980 lbs.,121 MPGe,103 MPGe,112 MPGe,,FWD,,fiat/500e,2018,Fiat 500e
1096,111 hp,2980 lbs.,121 MPGe,103 MPGe,112 MPGe,,FWD,,fiat/500e,2019,Fiat 500e
1097,47 hp,2094 lbs.,122 MPGe,93 MPGe,107 MPGe,,RWD,,smart/fortwo-electric-drive,2013,Smart Fortwo-electric-drive
1098,47 hp,2094 lbs.,122 MPGe,93 MPGe,107 MPGe,,RWD,,smart/fortwo-electric-drive,2014,Smart Fortwo-electric-drive
1099,47 hp,2094 lbs.,122 MPGe,93 MPGe,107 MPGe,,RWD,,smart/fortwo-electric-drive,2015,Smart Fortwo-electric-drive
1100,47 hp,1808 lbs.,122 MPGe,93 MPGe,107 MPGe,,RWD,,smart/fortwo-electric-drive,2016,Smart Fortwo-electric-drive
1101,47 hp,,124 MPGe,94 MPGe,108 MPGe,,RWD,,smart/fortwo-electric-drive,2017,Smart Fortwo-electric-drive
1102,80 hp,2363 lbs.,124 MPGe,94 MPGe,108 MPGe,,RWD,,smart/fortwo-electric-drive,2018,Smart Fortwo-electric-drive
1103,118 hp,3164 lbs.,150 MPGe,122 MPGe,136 MPGe,,FWD,,hyundai/ioniq-electric,2017,Hyundai Ioniq-electric
1104,118 hp,3164 lbs.,150 MPGe,122 MPGe,136 MPGe,,FWD,,hyundai/ioniq-electric,2018,Hyundai Ioniq-electric
1105,118 hp,3164 lbs.,150 MPGe,122 MPGe,136 MPGe,,FWD,,hyundai/ioniq-electric,2019,Hyundai Ioniq-electric
1106,134 hp,3371 lbs.,145 MPGe,121 MPGe,133 MPGe,,FWD,,hyundai/ioniq-electric,2020,Hyundai Ioniq-electric
1107,134 hp,3371 lbs.,145 MPGe,121 MPGe,133 MPGe,,FWD,,hyundai/ioniq-electric,2021,Hyundai Ioniq-electric
1108,200 hp,3563 lbs.,128 MPGe,110 MPGe,119 MPGe,,FWD,,chevrolet/bolt-ev,2017,Chevrolet Bolt-ev
1109,200 hp,3580 lbs.,128 MPGe,110 MPGe,119 MPGe,,FWD,,chevrolet/bolt-ev,2018,Chevrolet Bolt-ev
1110,200 hp,3563 lbs.,128 MPGe,110 MPGe,119 MPGe,,FWD,,chevrolet/bolt-ev,2019,Chevrolet Bolt-ev
1111,200 hp,3563 lbs.,127 MPGe,108 MPGe,118 MPGe,,FWD,,chevrolet/bolt-ev,2020,Chevrolet Bolt-ev
1112,200 hp,3563 lbs.,127 MPGe,108 MPGe,118 MPGe,,FWD,,chevrolet/bolt-ev,2021,Chevrolet Bolt-ev
1113,200 hp,3589 lbs.,131 MPGe,109 MPGe,120 MPGe,,FWD,,chevrolet/bolt-ev,2022,Chevrolet Bolt-ev
1114,80 hp,2308 lbs.,124 MPGe,94 MPGe,108 MPGe,,RWD,,smart/fortwo-eq-coupe,2019,Smart Fortwo-eq-coupe
1115,134 @ 4500 RPM,2625 lbs.,29 mpg,40 mpg,33 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2015,Mini Hardtop-2-door
1116,134 @ 4500 RPM,2605 lbs.,28 mpg,38 mpg,32 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2016,Mini Hardtop-2-door
1117,134 @ 4400 RPM,2625 lbs.,28 mpg,36 mpg,32 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2017,Mini Hardtop-2-door
1118,134 @ 4400 RPM,2625 lbs.,28 mpg,38 mpg,32 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2018,Mini Hardtop-2-door
1119,134 @ 4500 RPM,2625 lbs.,28 mpg,38 mpg,32 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2019,Mini Hardtop-2-door
1120,134 @ 4400 RPM,3627 lbs.,28 mpg,36 mpg,31 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2020,Mini Hardtop-2-door
1121,134 @ 4400 RPM,2707 lbs.,26 mpg,37 mpg,30 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2021,Mini Hardtop-2-door
1122,134 @ 4500 RPM,2712 lbs.,27 mpg,37 mpg,31 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2022,Mini Hardtop-2-door
1123,134 @ 4500 RPM,2711 lbs.,27 mpg,37 mpg,31 mpg,,FWD,Premium,mini/hardtop-2-door,2023,Mini Hardtop-2-door
1124,134 @ 4500 RPM,2711 lbs.,27 mpg,38 mpg,31 mpg,11.6 gallons,FWD,Premium,mini/hardtop-2-door,2024,Mini Hardtop-2-door
1125,200 hp,3680 lbs.,125 MPGe,104 MPGe,115 MPGe,,FWD,,chevrolet/bolt-euv,2022,Chevrolet Bolt-euv
1126,149 hp,3935 lbs.,151 MPGe,120 MPGe,135 MPGe,,RWD,,hyundai/ioniq-6,2023,Hyundai Ioniq-6
1127,149 hp,3935 lbs.,151 MPGe,120 MPGe,135 MPGe,,RWD,,hyundai/ioniq-6,2024,Hyundai Ioniq-6
1128,,3495 lbs.,30 mpg,34 mpg,31 mpg,15.9 gallons,AWD,Regular,subaru/crosstrek,2016,Subaru Crosstrek
1129,148 @ 6200 RPM,3109 lbs.,23 mpg,30 mpg,26 mpg,15.9 gallons,AWD,Regular,subaru/crosstrek,2017,Subaru Crosstrek
1130,152 @ 6000 RPM,3186 lbs.,27 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2018,Subaru Crosstrek
1131,152 @ 6000 RPM,3186 lbs.,27 mpg,33 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2019,Subaru Crosstrek
1132,152 @ 6000 RPM,3157 lbs.,27 mpg,33 mpg,30 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2020,Subaru Crosstrek
1133,152 @ 6000 RPM,3188 lbs.,28 mpg,33 mpg,30 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2021,Subaru Crosstrek
1134,152 @ 6000 RPM,3188 lbs.,28 mpg,33 mpg,30 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2022,Subaru Crosstrek
1135,152 @ 6000 RPM,3117 lbs.,22 mpg,29 mpg,25 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2023,Subaru Crosstrek
1136,152 @ 6000 RPM,3277 lbs.,27 mpg,34 mpg,29 mpg,16.6 gallons,AWD,Regular,subaru/crosstrek,2024,Subaru Crosstrek
1137,,,34 mpg,30 mpg,32 mpg,14.8 gallons,AWD,Regular,toyota/rav4-hybrid,2017,Toyota Rav4-hybrid
1138,,3925 lbs.,34 mpg,30 mpg,32 mpg,14.8 gallons,AWD,Regular,toyota/rav4-hybrid,2018,Toyota Rav4-hybrid
1139,,3710 lbs.,41 mpg,38 mpg,40 mpg,14.5 gallons,AWD,Regular,toyota/rav4-hybrid,2019,Toyota Rav4-hybrid
1140,,3710 lbs.,41 mpg,38 mpg,40 mpg,14.5 gallons,AWD,Regular,toyota/rav4-hybrid,2020,Toyota Rav4-hybrid
1141,,3690 lbs.,41 mpg,38 mpg,40 mpg,14.5 gallons,AWD,Regular,toyota/rav4-hybrid,2021,Toyota Rav4-hybrid
1142,,3710 lbs.,41 mpg,38 mpg,40 mpg,14.5 gallons,AWD,Regular,toyota/rav4-hybrid,2022,Toyota Rav4-hybrid
1143,,3710 lbs.,41 mpg,38 mpg,40 mpg,14.5 gallons,AWD,Regular,toyota/rav4-hybrid,2023,Toyota Rav4-hybrid
1144,210 @ 5100 RPM,4628 lbs.,13 mpg,19 mpg,15 mpg,22.5 gallons,4WD,Regular,ford/explorer,2010,Ford Explorer
1145,290 @ 6500 RPM,,17 mpg,25 mpg,20 mpg,18.6 gallons,2WD,Regular,ford/explorer,2011,Ford Explorer
1146,290 @ 6500 RPM,4557 lbs.,18 mpg,25 mpg,20 mpg,18.6 gallons,2WD,Regular,ford/explorer,2012,Ford Explorer
1147,290 @ 6500 RPM,4534 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,2WD,Regular,ford/explorer,2013,Ford Explorer
1148,290 @ 6500 RPM,4534 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,2WD,Premium,ford/explorer,2014,Ford Explorer
1149,290 @ 6500 RPM,4432 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,2WD,Regular,ford/explorer,2015,Ford Explorer
1150,290 @ 6500 RPM,4385 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,2WD,Regular,ford/explorer,2016,Ford Explorer
1151,290 @ 6500 RPM,4385 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,FWD,Regular,ford/explorer,2017,Ford Explorer
1152,290 @ 6500 RPM,4443 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,FWD,Regular,ford/explorer,2018,Ford Explorer
1153,290 @ 6500 RPM,4443 lbs.,17 mpg,24 mpg,20 mpg,18.6 gallons,FWD,Regular,ford/explorer,2019,Ford Explorer
1154,300 @ 5500 RPM,4345 lbs.,21 mpg,28 mpg,24 mpg,18.6 gallons,RWD,Regular,ford/explorer,2020,Ford Explorer
1155,300 @ 5500 RPM,4345 lbs.,21 mpg,28 mpg,24 mpg,17.9 gallons,RWD,Regular,ford/explorer,2021,Ford Explorer
1156,300 @ 5500 RPM,4345 lbs.,21 mpg,28 mpg,24 mpg,17.9 gallons,RWD,Regular,ford/explorer,2022,Ford Explorer
1157,300 @ 5500 RPM,4345 lbs.,21 mpg,28 mpg,24 mpg,17.9 gallons,RWD,Regular,ford/explorer,2023,Ford Explorer
1158,300 @ 5500 RPM,4345 lbs.,21 mpg,28 mpg,24 mpg,17.9 gallons,RWD,Regular,ford/explorer,2024,Ford Explorer
1159,,3649 lbs.,40 mpg,35 mpg,38 mpg,14.0 gallons,AWD,Regular,honda/cr-v-hybrid,2020,Honda Cr-v-hybrid
1160,,3708 lbs.,40 mpg,35 mpg,38 mpg,14.0 gallons,AWD,Regular,honda/cr-v-hybrid,2021,Honda Cr-v-hybrid
1161,,3708 lbs.,40 mpg,35 mpg,38 mpg,14.0 gallons,AWD,Regular,honda/cr-v-hybrid,2022,Honda Cr-v-hybrid
1162,,,43 mpg,36 mpg,40 mpg,14.0 gallons,FWD,Regular,honda/cr-v-hybrid,2023,Honda Cr-v-hybrid
1163,,3752 lbs.,43 mpg,36 mpg,40 mpg,14.0 gallons,FWD,Regular,honda/cr-v-hybrid,2024,Honda Cr-v-hybrid
1164,,4204 lbs.,36 mpg,31 mpg,34 mpg,17.7 gallons,AWD,Regular,hyundai/santa-fe-hybrid,2021,Hyundai Santa-fe-hybrid
1165,,4078 lbs.,36 mpg,31 mpg,34 mpg,17.7 gallons,AWD,Regular,hyundai/santa-fe-hybrid,2022,Hyundai Santa-fe-hybrid
1166,,4431 lbs.,36 mpg,35 mpg,36 mpg,17.7 gallons,FWD,Regular,hyundai/santa-fe-hybrid,2024,Hyundai Santa-fe-hybrid
1167,,3979 lbs.,39 mpg,35 mpg,37 mpg,,FWD,Regular,kia/sorento-hybrid,2021,Kia Sorento-hybrid
1168,,3979 lbs.,39 mpg,35 mpg,37 mpg,,FWD,Regular,kia/sorento-hybrid,2022,Kia Sorento-hybrid
1169,,3979 lbs.,39 mpg,35 mpg,37 mpg,,FWD,Regular,kia/sorento-hybrid,2023,Kia Sorento-hybrid
1170,,3979 lbs.,39 mpg,35 mpg,37 mpg,,FWD,Regular,kia/sorento-hybrid,2024,Kia Sorento-hybrid
1171,,3644 lbs.,38 mpg,38 mpg,38 mpg,13.7 gallons,AWD,Regular,hyundai/tucson-hybrid,2022,Hyundai Tucson-hybrid
1172,,3765 lbs.,37 mpg,36 mpg,37 mpg,13.7 gallons,AWD,Regular,hyundai/tucson-hybrid,2023,Hyundai Tucson-hybrid
1173,,3692 lbs.,38 mpg,38 mpg,38 mpg,13.7 gallons,AWD,Regular,hyundai/tucson-hybrid,2024,Hyundai Tucson-hybrid
1174,,3713 lbs.,42 mpg,44 mpg,43 mpg,13.7 gallons,FWD,Regular,kia/sportage-hybrid,2023,Kia Sportage-hybrid
1175,,3757 lbs.,42 mpg,44 mpg,43 mpg,13.7 gallons,FWD,Regular,kia/sportage-hybrid,2024,Kia Sportage-hybrid
